date,gross_return,tc_cost,net_return,turnover,n_long,n_short,gross_exposure,net_exposure
2023-01-31,-6.542060240775758e-05,6.547893590423089e-05,-0.00013089953831198849,0.11905261073496526,10,9,0.9822777145894961,0.2025594877526289
2023-02-01,0.00575806497693026,3.8780724436630196e-05,0.00571928425249363,0.07051040806660036,10,10,1.1080753046188199,0.2636300434153089
2023-02-02,0.002823735278743813,1.686378615544854e-05,0.0028068714925883645,0.030661429373542805,10,10,1.1758089081502299,0.2842055865693627
2023-02-03,-0.005230650413496451,5.827049609910654e-06,-0.005236477463106362,0.010594635654383008,10,10,1.203769796545228,0.2898095674293309
2023-02-06,0.009620317233549875,3.7661128699643074e-06,0.009616551120679911,0.00684747794538965,10,10,1.2123054783993303,0.29111932214005604
2023-02-07,0.0034593005208794596,4.134498848386943e-06,0.0034551660220310727,0.007517270633430806,10,10,1.2127073265310537,0.292311768526898
2023-02-08,-0.010042063038036975,5.377504774377338e-06,-0.010047440542811353,0.009777281407958797,10,10,1.2143627480459203,0.2885088822175833
2023-02-09,0.0006575023817007318,3.0042388406874556e-06,0.0006544981428600443,0.0054622524376135555,10,10,1.2135041512048461,0.2888210784492774
2023-02-10,-0.006601592389096783,6.436058383969338e-06,-0.006608028447480752,0.011701924334489706,10,10,1.2119428171762041,0.28890891519927125
2023-02-13,-0.0006056634027811019,4.810154990921933e-05,-0.0006537649526903212,0.08745736347130788,10,10,1.213298964941835,0.2880770006925688
2023-02-14,-0.0015488818457725809,4.439923484004462e-05,-0.0015932810806126255,0.08072588152735385,10,10,1.1540431300765095,0.2691538654699176
2023-02-15,-0.005340777075669142,4.20138426402972e-05,-0.005382790918309439,0.07638880480054036,10,10,1.1755279175793942,0.2446073947808289
2023-02-16,-0.006595470418166111,2.232264195076638e-05,-0.006617793060116877,0.040586621728666145,10,10,1.1831027991984069,0.25568819886865557
2023-02-17,-0.0031315883613166856,2.1008454094581062e-05,-0.003152596815411267,0.03819718926287466,10,10,1.1997056207034895,0.25103575430807784
2023-02-20,0.0029469414510820725,2.1943836932955265e-05,0.0029249976141491173,0.03989788533264594,10,10,1.1923364605255098,0.2567414452523776
2023-02-21,3.246847806617531e-05,4.3162000094193856e-05,-1.0693522028018544e-05,0.07847636380762518,10,10,1.2042378451324935,0.25073723463761477
2023-02-22,0.00030865657306973417,2.7022979874823076e-05,0.0002816335931949111,0.049132690681496505,10,10,1.2472823887210425,0.224109572285278
2023-02-23,-0.003274016696594851,2.4187647081197348e-05,-0.0032982043436760485,0.04397754014763154,10,10,1.2555326578653545,0.23475484278566167
2023-02-24,0.002643841915433737,2.218629088088619e-05,0.002621655624552851,0.040338710692520346,10,10,1.2726808259389422,0.2333431110559995
2023-02-27,-0.002449529891748096,6.417312421742321e-05,-0.002513703015965519,0.11667840766804219,10,10,1.2636042249151234,0.23573248881818118
2023-02-28,-0.0009322480206369474,5.337887320962496e-05,-0.0009856268938465724,0.09705249674477265,10,10,1.203158090377232,0.21173311185653004
2023-03-01,0.0027969552407816002,2.6739747163099216e-05,0.002770215493618501,0.04861772211472584,10,10,1.175363940487577,0.22195670117401656
2023-03-02,0.00366120924798458,1.53230309502768e-05,0.003645886217034303,0.027860056273230543,10,10,1.1644271047656276,0.22010650896092093
2023-03-03,0.0012066222600105204,2.8472495304139152e-05,0.0011781497647063812,0.051768173280253,10,10,1.1594844479677966,0.22080525736898216
2023-03-06,0.0010403811936382156,2.0658574545284234e-05,0.0010197226190929315,0.03756104462778952,10,10,1.1447587978009848,0.2234797803286569
2023-03-07,-0.0026493757409134806,2.143581757214506e-05,-0.0026708115584856257,0.03897421376753647,10,10,1.1519753181506303,0.22028779451862796
2023-03-08,-0.0011675025509410848,2.2261122980476845e-05,-0.0011897636739215617,0.040474769055412446,10,10,1.1414807299451486,0.22399629990813874
2023-03-09,-0.009811311956519663,2.0891231809276032e-05,-0.009832203188328939,0.03798405783504733,10,10,1.15381775543522,0.22010936344634874
2023-03-10,0.001256942874505479,5.7652645368550446e-05,0.0011992902291369284,0.10482299157918264,10,10,1.146181235707882,0.22516415339249787
2023-03-13,0.003848550817678305,2.3717520337651994e-05,0.003824833297340653,0.04312276425027635,10,10,1.1191243909411819,0.19156916539907684
2023-03-14,-0.006225684118408303,3.07036232174005e-05,-0.006256387741625703,0.05582476948618273,10,10,1.1441460007747242,0.21709195669454281
