,0
ACN,0.1
JPM,0.07392962534772694
BSX,0.07127214627948066
HUM,0.1
AXP,0.08972275985005376
SCHW,0.09716626915718768
KLAC,0.024657301826079905
MSFT,0.06871664347896889
SPGI,0.08365190372166105
BKNG,0.0818522882298059
MS,0.07244123158200065
ANET,0.0391107986459126
META,0.058995135404192316
SLB,-0.04028302825310637
MCHP,-0.016210605260565555
PCAR,-0.06686634403025436
TXN,-0.05879040872769995
CMCSA,-0.05420318343066604
PEP,-0.07980058616846616
ADI,-0.08201804683401621
