date,gross_return,tc_cost,net_return,turnover,n_long,n_short,gross_exposure,net_exposure
2021-03-30,0.003985890752601559,9.106009408015676e-05,0.003894830658521402,0.13008584868593823,100,30,0.7000000000000001,0.20000000000000004
2021-03-31,0.006859623241036728,7.465914465358066e-05,0.006784964096383148,0.10665592093368667,100,30,0.7,0.20000000000000004
2021-04-01,0.006263202422942512,7.269148555952816e-05,0.0061905109373829835,0.10384497937075451,100,30,0.7,0.2000000000000001
2021-04-05,0.0020528581404635443,5.386876919924809e-05,0.0019989893712642963,0.07695538457035442,100,30,0.7000000000000001,0.20000000000000012
2021-04-06,0.003031679857645588,7.598842831693744e-05,0.0029556914293286506,0.10855489759562492,100,30,0.7,0.1999999999999999
2021-04-07,-0.0028159671325579793,0.00011083199990919872,-0.002926799132467178,0.15833142844171244,100,30,0.7,0.19999999999999993
2021-04-08,0.004652979012036888,4.845838959820899e-05,0.004604520622438679,0.06922627085458427,100,30,0.7,0.19999999999999996
2021-04-09,0.002648160251795604,9.023992066153681e-05,0.002557920331134067,0.12891417237362401,100,30,0.7000000000000002,0.20000000000000007
2021-04-12,0.00012539093075646308,6.169155535558121e-05,6.369937540088186e-05,0.08813079336511603,100,30,0.7,0.1999999999999999
2021-04-13,0.0018939797436398236,0.0002379665593010735,0.00165601318433875,0.3399522275729621,100,30,0.7000000000000002,0.2
2021-04-14,0.0013644052830005897,8.251073238492591e-05,0.0012818945506156637,0.11787247483560845,111,46,0.6903052890856176,0.1903052890856174
2021-04-15,-0.0014322920568189204,6.115348148662423e-05,-0.0014934455383055446,0.08736211640946318,100,30,0.7,0.2
2021-04-16,-0.00034361304774571655,4.805765961278413e-05,-0.00039167070735850065,0.06865379944683447,100,30,0.7,0.19999999999999998
2021-04-19,-0.003120465682060723,3.949090099544219e-05,-0.0031599565830561648,0.0564155728506317,100,30,0.7000000000000001,0.2
2021-04-20,-0.011327458191073354,5.2695633409689434e-05,-0.011380153824483043,0.07527947629955634,100,30,0.7,0.2
2021-04-21,0.008577813753186073,3.752618323399736e-05,0.008540287569952076,0.053608833191424794,100,30,0.7,0.19999999999999993
2021-04-22,-0.001960429583022084,4.5694214007580794e-05,-0.0020061237970296648,0.06527744858225827,100,30,0.7,0.20000000000000012
2021-04-23,0.008309259527721666,6.667256720373992e-05,0.008242586960517927,0.09524652457677132,100,30,0.7,0.19999999999999998
2021-04-26,0.0044521444528648636,5.885781197913267e-05,0.0043932866408857305,0.0840825885416181,100,30,0.7000000000000001,0.20000000000000004
2021-04-27,0.0033890169398792273,0.00019205440818558225,0.003196962531693645,0.2743634402651175,100,30,0.7,0.20000000000000004
2021-04-28,0.0005212714594371855,6.019869617826341e-05,0.0004610727632589221,0.08599813739751916,100,30,0.7000000000000001,0.19999999999999996
2021-04-29,-0.0007932867300334391,7.285815073387723e-05,-0.0008661448807673164,0.10408307247696748,100,30,0.7,0.20000000000000007
2021-04-30,-0.004599877468029241,4.5842067501136854e-05,-0.004645719535530377,0.06548866785876693,100,30,0.7000000000000001,0.20000000000000004
2021-05-03,0.0033702382462414923,5.6394870282168585e-05,0.0033138433759593235,0.08056410040309797,100,30,0.7,0.20000000000000004
2021-05-04,-0.004368824436499018,6.618510984756063e-05,-0.004435009546346578,0.09455015692508661,100,30,0.7000000000000001,0.1999999999999999
2021-05-05,0.005384438430332839,6.179305791183767e-05,0.005322645372421001,0.08827579701691098,100,30,0.7,0.20000000000000007
2021-05-06,-0.004491840174197952,7.140415430515192e-05,-0.004563244328503103,0.1020059347216456,100,30,0.7000000000000001,0.2
2021-05-07,0.00657713253216731,5.763408651912898e-05,0.006519498445648181,0.0823344093130414,100,30,0.7000000000000001,0.2000000000000001
2021-05-10,-0.009534218118508606,5.8830665744490464e-05,-0.009593048784253096,0.08404380820641495,100,30,0.7000000000000001,0.20000000000000012
2021-05-11,0.00015191368139853788,0.00022544400170654004,-7.353032030800216e-05,0.32206285958077147,100,30,0.7,0.20000000000000007
2021-05-12,-0.010238810122727527,9.449391746209908e-05,-0.010333304040189626,0.13499131066014153,100,30,0.6895047229628269,0.19696921529009992
2021-05-13,-5.725022297986971e-05,7.242619206788876e-05,-0.0001296764150477585,0.10346598866841251,100,30,0.7,0.19999999999999984
2021-05-14,0.008073959694822296,4.840922882045109e-05,0.008025550466001844,0.06915604117207298,100,30,0.7000000000000001,0.19999999999999996
2021-05-17,-0.002329974717853877,7.022013826033499e-05,-0.0024001948561142117,0.10031448322904998,100,30,0.7,0.2
2021-05-18,0.0010816215926666918,4.172977383550553e-05,0.0010398918188311863,0.059613962622150754,100,30,0.7000000000000001,0.20000000000000004
2021-05-19,0.002651677430415395,8.48871732211012e-05,0.002566790257194294,0.12126739031585887,100,30,0.7000000000000001,0.20000000000000004
2021-05-20,0.007351110785412655,6.187174541783324e-05,0.007289239039994822,0.08838820773976178,100,30,0.7,0.2
2021-05-21,-0.0023296682053275805,4.36122255222925e-05,-0.002373280430849873,0.062303179317560714,100,30,0.7,0.1999999999999999
2021-05-24,0.004345307864607287,4.856581842651507e-05,0.004296742046180772,0.06937974060930724,100,30,0.7000000000000001,0.19999999999999984
2021-05-25,0.0038313407975332234,0.00016108386556575833,0.0036702569319674652,0.23011980795108333,100,30,0.7,0.19999999999999984
2021-05-26,0.002828901244552184,6.131203299528096e-05,0.002767589211556903,0.0875886185646871,100,30,0.7,0.2
2021-05-27,0.0021743491082785588,8.037898299251397e-05,0.0020939701252860447,0.11482711856073424,100,30,0.7000000000000002,0.2
2021-05-28,-0.0005327462283487176,4.647600562412972e-05,-0.0005792222339728473,0.06639429374875674,100,30,0.7000000000000001,0.2
2021-06-01,-0.00042268363547986104,0.00010009574969359371,-0.0005227793851734548,0.14299392813370532,100,30,0.7000000000000002,0.20000000000000018
2021-06-02,-0.001719172938648487,9.754024038587239e-05,-0.0018167131790343594,0.13934320055124627,100,30,0.7000000000000001,0.2
2021-06-03,-0.004906111593490633,6.484861421493293e-05,-0.004970960207705565,0.09264087744990418,100,30,0.7000000000000001,0.2
2021-06-04,0.002715807441944551,0.00011829384041164857,0.0025975136015329026,0.16899120058806938,100,30,0.7,0.2
2021-06-07,-0.0006887317663505013,6.98198625707623e-05,-0.0007585516289212636,0.09974266081537472,100,30,0.6999999999999998,0.19999999999999993
2021-06-08,0.0027096413613972334,8.220961403505992e-05,0.0026274317473621734,0.11744230576437131,100,30,0.7000000000000001,0.20000000000000012
2021-06-09,-0.0036115808870773973,0.0001764613143887467,-0.003788042201466144,0.25208759198392383,100,30,0.7,0.19999999999999996
2021-06-10,-0.0021076351020584104,5.547336438550812e-05,-0.0021631084664439186,0.07924766340786873,100,30,0.7000000000000001,0.20000000000000007
2021-06-11,0.004312858582963026,8.211425953648792e-05,0.004230744323426538,0.11730608505212559,100,30,0.7,0.20000000000000004
2021-06-14,-0.004227420802801394,7.468456368894627e-05,-0.00430210536649034,0.10669223384135182,100,30,0.7,0.19999999999999987
2021-06-15,0.001530749735446809,5.9921796143894725e-05,0.0014708279393029144,0.0856025659198496,100,30,0.7,0.1999999999999999
2021-06-16,0.0016537046250596134,6.319206829857101e-05,0.0015905125567610423,0.09027438328367288,100,30,0.7,0.19999999999999996
2021-06-17,-0.006855508001987176,7.444632620978287e-05,-0.006929954328196959,0.10635189458540409,100,30,0.7000000000000001,0.2
2021-06-18,-0.0008855273509227218,7.167631702784938e-05,-0.0009572036679505712,0.1023947386112134,100,30,0.7000000000000001,0.2
2021-06-21,0.007097187266948838,9.481798620251017e-05,0.007002369280746328,0.13545426600358595,100,30,0.7,0.19999999999999998
2021-06-22,0.0015083909196188898,3.660873665466018e-05,0.0014717821829642295,0.0522981952209431,100,30,0.7000000000000001,0.20000000000000012
2021-06-23,0.0027028816417047487,0.00022950031721366248,0.002473381324491086,0.32785759601951786,100,30,0.7,0.1999999999999999
2021-06-24,0.004120900789435991,0.00013183179959043854,0.003989068989845552,0.18833114227205505,111,49,0.692567297481701,0.1934204617530413
2021-06-25,0.0019471525254686859,8.351294290927447e-05,0.0018636395825594114,0.1193042041561064,100,30,0.7,0.19999999999999996
2021-06-28,-0.003972197009459377,6.463589760103474e-05,-0.004036832907060412,0.09233699657290678,100,30,0.7000000000000001,0.19999999999999998
2021-06-29,-0.0016616261323177048,4.387752852050345e-05,-0.0017055036608382083,0.06268218360071921,100,30,0.7,0.2
2021-06-30,0.004912501234719125,6.82822950470842e-05,0.004844218939672041,0.09754613578154885,100,30,0.7,0.2
2021-07-01,0.001377355774992438,8.141494495095471e-05,0.0012959408300414834,0.1163070642156496,100,30,0.6999999999999998,0.19999999999999998
2021-07-02,-0.002314096782662015,7.016069513339757e-05,-0.0023842574777954125,0.10022956447628224,100,30,0.7,0.2
2021-07-06,-0.008054282692055204,6.107903934841452e-05,-0.008115361731403618,0.08725577049773502,100,30,0.7,0.2000000000000001
2021-07-07,-0.0030481687461789532,6.645197819911933e-05,-0.0031146207243780725,0.09493139742731334,100,30,0.7000000000000001,0.20000000000000018
2021-07-08,-0.004021500920928921,0.00017565693965140858,-0.004197157860580329,0.25093848521629797,100,30,0.7,0.1999999999999999
2021-07-09,0.011107868133923433,5.781637228533039e-05,0.011050051761638103,0.08259481755047199,100,30,0.7000000000000001,0.2000000000000001
2021-07-12,0.0022669494384787987,8.963976644543415e-05,0.0021773096720333644,0.12805680920776308,100,30,0.7,0.20000000000000012
2021-07-13,-0.005709119987399278,8.00140836471925e-05,-0.00578913407104647,0.11430583378170356,100,30,0.7,0.19999999999999998
2021-07-14,-0.004161487945142946,5.024157826501483e-05,-0.004211729523407961,0.07177368323573546,100,30,0.7,0.2
2021-07-15,-0.006522883029101267,5.965159309520296e-05,-0.00658253462219647,0.08521656156457566,100,30,0.7,0.19999999999999996
2021-07-16,-0.011044121907016542,5.3836720684842476e-05,-0.011097958627701385,0.0769096009783464,100,30,0.7,0.20000000000000007
2021-07-19,-0.009957675339974808,0.00010568874086561915,-0.010063364080840426,0.15098391552231308,100,30,0.7000000000000002,0.20000000000000012
2021-07-20,0.011508720875063442,0.00013644417264272498,0.011372276702420718,0.19492024663246424,100,30,0.6857347652663981,0.1959242186475423
2021-07-21,0.010986248901961652,0.00011335928286145709,0.010872889619100195,0.1619418326592244,100,30,0.5731891212451413,0.16376832035575462
2021-07-22,-0.005870109572659956,0.00022884208172424354,-0.0060989516543842,0.3269172596060622,100,30,0.7000000000000001,0.2
2021-07-23,0.0009626519027635604,8.898675037832788e-05,0.0008736651523852325,0.12712392911189696,100,34,0.6847326753062124,0.19278790245677113
2021-07-26,0.003510249670990464,0.00012267783318077106,0.003387571837809693,0.1752540474011015,100,30,0.7,0.2
2021-07-27,-0.005411747257230641,0.0001050260493134251,-0.005516773306544066,0.150037213304893,100,30,0.7,0.20000000000000012
2021-07-28,0.005704535893079321,0.00012796054489666616,0.005576575348182655,0.1828007784238088,100,30,0.7,0.1999999999999999
2021-07-29,-0.0010818366210677362,8.094420454123644e-05,-0.0011627808256089727,0.11563457791605206,100,30,0.7000000000000001,0.20000000000000004
2021-07-30,-7.096668058048823e-06,0.0001222405092604069,-0.00012933717731845572,0.17462929894343843,100,30,0.7000000000000002,0.20000000000000007
2021-08-02,0.0009137845552948879,8.482901338444624e-05,0.0008289555419104417,0.1211843048349232,100,30,0.7000000000000001,0.2
2021-08-03,-0.0012048105028016165,0.00010083575338941522,-0.0013056462561910316,0.14405107627059316,100,30,0.7000000000000001,0.2000000000000001
2021-08-04,0.0011433173962787974,0.0001109047347325583,0.0010324126615462391,0.15843533533222615,100,30,0.7000000000000003,0.2
2021-08-05,0.00601724541564981,0.00023577081707733635,0.005781474598572474,0.3368154529676234,100,30,0.7,0.20000000000000007
2021-08-06,-0.0005617448463776083,0.0001433400648048495,-0.0007050849111824577,0.20477152114978497,120,48,0.6939122047292736,0.1967457778910543
2021-08-09,-0.0010838175329761159,8.255847474585095e-05,-0.0011663760077219667,0.1179406782083585,100,30,0.7000000000000002,0.19999999999999998
2021-08-10,-0.0017100124069194186,5.570629237403786e-05,-0.0017657186992934566,0.07958041767719694,100,30,0.7,0.2
2021-08-11,0.0006094411880882372,7.364297148222664e-05,0.0005357982166060106,0.10520424497460948,100,30,0.7,0.19999999999999996
2021-08-12,-0.00010064939247712964,6.939569565782655e-05,-0.0001700450881349562,0.09913670808260935,100,30,0.7000000000000002,0.2
2021-08-13,-0.0005935330106859595,4.502062269667556e-05,-0.0006385536333826351,0.06431517528096509,100,30,0.7,0.19999999999999998
